"","sex","age","race","hispanic_origin","citizenship","nativity","marital","family_size","children","education_level","english_level","salary","hours_worked","weeks_worked","occupation","industry","economic_region"
"271","female",27,"white","no",1,"native","never married",2,1,20,0,20000,35,47,"43-9XXX","92MP","Great Lakes"
"272","male",38,"white","no",1,"native","married",2,0,22,0,54000,60,49,"11-91XX","9211MP","Mideast"
"273","female",41,"black","no",1,"native","married",3,1,23,0,60000,40,49,"25-2020","6111","Southeast"
"274","male",59,"white","no",1,"native","married",2,0,21,0,78000,40,49,"17-302X","5417","New England"
"275","male",28,"white","no",1,"native","never married",3,0,21,0,20000,40,39,"43-3031","92113","Southeast"
"276","male",39,"mix","yes",1,"native","married",4,2,19,0,50000,40,49,"15-1230","92MP","Far West"
"277","female",57,"white","yes",1,"native","never married",3,0,18,0,45000,40,49,"43-4051","23","Rocky Mountain"
"278","female",22,"white","no",1,"native","married",2,0,20,0,15000,40,49,"17-302X","5413","Southeast"
"279","male",30,"white","no",1,"native","married",2,0,21,0,1e+05,60,49,"41-1011","44511","Southeast"
"280","male",20,"white","no",1,"native","never married",1,-1,19,0,21000,32,49,"53-2020","928110P2","Mideast"
"281","male",59,"white","no",1,"native","married",2,0,23,0,70000,45,49,"17-1020","5413","Southeast"
"282","female",58,"white","no",4,"foreign-born","married",2,0,21,0,146000,60,49,"43-1011","923","Far West"
"283","female",30,"white","no",1,"native","never married",1,0,22,0,52000,40,49,"21-1014","92MP","Southeast"
"284","male",48,"white","no",1,"native","never married",2,0,21,0,65000,40,49,"19-1020","92M1","Mideast"
"285","female",45,"white","yes",1,"native","married",4,2,23,0,40000,40,49,"29-11XX","622M","Rocky Mountain"
"286","female",32,"white","no",1,"native","married",3,1,21,0,52000,40,49,"13-1161","611M1","Southeast"
"287","male",62,"white","no",4,"foreign-born","divorced",1,0,24,0,123000,40,49,"25-1000","611M1","Rocky Mountain"
"288","female",19,"white","yes",1,"native","never married",1,0,19,1,1300,10,0,"21-1012","611M1","Far West"
"289","male",37,"asian","no",5,"foreign-born","married",6,2,24,2,53000,40,49,"19-2099","611M1","Rocky Mountain"
"290","male",37,"white","no",1,"native","never married",1,0,19,0,75000,40,47,"47-2152","23","Southeast"
"291","female",58,"white","no",1,"native","married",2,0,21,0,50000,60,49,"25-2020","6111","Rocky Mountain"
"292","male",39,"white","no",1,"native","never married",1,0,19,0,49000,40,49,"49-1011","92M1","Southeast"
"293","female",43,"white","no",1,"native","married",2,0,21,0,48000,40,49,"25-2020","6111","Rocky Mountain"
"294","male",57,"white","no",1,"native","married",4,0,18,0,65000,40,49,"43-5052","491","Great Lakes"
"295","male",63,"white","no",1,"native","married",2,0,20,1,68000,40,49,"49-90XX","9211MP","Plains"
"296","female",51,"white","no",1,"native","divorced",1,0,19,0,73000,40,49,"43-6014","92M1","Rocky Mountain"
"297","female",34,"white","yes",1,"native","never married",8,5,21,0,70000,40,47,"33-3050","92MP","Great Lakes"
"298","female",22,"white","yes",1,"native","never married",3,0,21,0,7000,35,0,"25-9040","6111","Plains"
"299","male",21,"black","no",1,"native","never married",1,-1,16,0,19500,72,49,"49-90XX","928110P3","Far West"
"300","female",52,"white","no",1,"native","never married",1,0,21,0,65000,50,49,"43-5052","491","Great Lakes"
"301","male",63,"white","yes",3,"native","never married",3,0,9,1,40000,40,49,"11-91XX","928P","Southeast"
"302","female",34,"white","yes",1,"native","married",3,1,19,0,30000,37,26,"29-2061","6111","Southeast"
"303","male",41,"black","no",4,"foreign-born","married",5,2,22,1,50000,40,49,"25-2020","6111","Southeast"
"304","male",40,"white","no",1,"native","married",6,0,22,0,60000,60,49,"25-2020","6111","Rocky Mountain"
"305","female",58,"white","yes",1,"native","married",3,0,21,0,101000,46,49,"29-1141","923","Rocky Mountain"
"306","male",38,"white","no",1,"native","never married",1,0,18,0,32000,38,49,"47-2152","9211MP","Southeast"
"307","female",61,"white","no",4,"foreign-born","married",3,1,21,1,75000,40,49,"25-2020","6111","Southeast"
"308","female",23,"white","no",1,"native","never married",1,-1,21,0,49000,40,49,"53-2010","928110P2","Rocky Mountain"
"309","male",19,"white","no",1,"native","never married",1,-1,18,0,2000,45,26,"15-1299","6111","Mideast"
"310","female",37,"white","no",1,"native","married",3,1,21,0,38000,40,49,"25-2020","6111","Southeast"
"311","male",19,"white","no",1,"native","never married",1,-1,16,0,8000,50,26,"55-9830","928110P4","Southeast"
"312","female",39,"mix","no",4,"foreign-born","divorced",1,0,16,2,4900,25,49,"35-9011","6111","Southeast"
"313","male",58,"white","no",1,"native","divorced",1,0,18,0,16900,40,26,"47-2061","23","Plains"
"314","male",28,"white","yes",1,"native","never married",1,0,19,0,96000,96,49,"33-3050","92MP","Far West"
"315","female",58,"white","no",1,"native","married",4,0,20,0,55000,40,49,"29-2034","622M","Mideast"
"316","female",21,"white","no",1,"native","never married",1,0,19,0,4000,20,26,"13-1070","611M1","New England"
"317","male",48,"asian","no",1,"native","married",3,1,23,0,80000,40,49,"23-10XX","92MP","Far West"
"318","female",51,"black","no",1,"native","separated",2,0,16,0,32000,40,49,"47-4011","531M","Mideast"
"319","male",31,"white","no",1,"native","married",3,1,21,0,17000,40,26,"25-2020","6111","Southeast"
"320","male",52,"black","no",1,"native","divorced",1,0,20,0,42000,42,49,"33-3050","92MP","Southeast"
"321","female",52,"black","no",1,"native","widowed",1,0,16,0,80000,40,49,"43-4031","92MP","Mideast"
"322","female",63,"white","no",1,"native","never married",1,0,22,0,58000,45,49,"21-1012","9211MP","New England"
"323","male",44,"white","no",1,"native","divorced",4,3,16,0,85000,40,49,"49-9071","92119","Southeast"
"324","female",22,"white","no",1,"native","never married",1,0,19,0,30000,40,49,"49-2011","9211MP","Far West"
"325","male",35,"white","no",1,"native","married",4,2,20,0,48000,40,49,"33-3050","92MP","Southeast"
"326","male",27,"white","no",1,"native","married",4,2,16,0,15000,40,26,"53-3030","484","Plains"
"327","female",43,"white","no",1,"native","married",4,2,22,0,50000,45,39,"25-2020","6111","New England"
"328","female",58,"black","no",1,"native","divorced",3,0,18,0,43000,40,49,"31-1122","6241","Far West"
"329","female",52,"white","no",1,"native","married",5,1,19,0,20000,25,49,"39-9011","485M","Southeast"
"330","female",24,"black","no",1,"native","never married",1,0,21,0,83000,40,49,"15-1221","928P","Southeast"
"331","female",51,"white","no",1,"native","married",2,0,22,0,90000,45,49,"33-3050","92MP","Great Lakes"
"332","female",52,"white","no",1,"native","married",4,2,19,0,16600,50,49,"43-3031","6111","Southeast"
"333","female",57,"black","no",1,"native","married",2,0,19,0,31000,40,49,"43-6014","6111","Plains"
"334","male",49,"white","no",1,"native","married",3,1,21,0,150000,50,49,"33-1012","92MP","Mideast"
"335","male",28,"mix","no",1,"native","never married",2,0,19,0,50000,40,49,"47-2111","928P","Far West"
"336","female",55,"white","no",1,"native","divorced",1,0,20,0,50000,38,49,"43-3051","488","Mideast"
"337","male",21,"white","no",1,"native","never married",3,0,16,0,30000,40,49,"33-3050","92MP","Southeast"
"338","female",50,"white","no",1,"native","married",2,0,24,0,10000,20,26,"13-1111","9211MP","Southwest"
"339","female",22,"white","no",1,"native","never married",3,0,20,0,25000,40,49,"29-2056","112","Great Lakes"
"340","male",60,"white","no",1,"native","divorced",1,0,20,0,54000,40,49,"53-3030","923","Far West"
"341","female",44,"white","no",1,"native","married",6,4,22,0,64000,40,49,"29-1122","6111","Great Lakes"
"342","female",39,"white","no",1,"native","married",5,3,21,0,62000,50,47,"25-2020","6111","Rocky Mountain"
"343","male",36,"white","no",1,"native","married",9,6,22,0,75000,40,49,"21-2011","92MP","Mideast"
"344","male",42,"white","no",1,"native","married",4,1,16,0,70000,40,49,"43-5041","22132","Southeast"
"345","male",39,"white","no",1,"native","married",3,1,21,0,55000,60,49,"25-2020","6111","Rocky Mountain"
"346","female",30,"white","no",1,"native","never married",3,0,22,0,44000,50,49,"29-9000","6211","Southeast"
"347","female",50,"white","no",1,"native","married",5,1,21,0,52000,40,39,"25-2020","6111","Southeast"
"348","male",25,"white","no",1,"native","never married",4,0,19,0,60000,40,49,"49-9051","482","Mideast"
"349","male",60,"white","no",1,"native","married",3,0,16,0,7600,8,49,"37-1011","92119","Plains"
"350","male",59,"white","no",1,"native","married",6,0,21,0,87000,41,49,"13-1199","9211MP","Far West"
"351","male",31,"white","yes",1,"native","married",2,0,20,0,50000,60,49,"33-2011","92MP","Great Lakes"
"352","female",46,"white","no",1,"native","married",2,0,16,0,23900,40,49,"43-6014","92MP","Southeast"
"353","female",45,"white","no",1,"native","never married",1,0,22,0,50000,45,49,"25-2020","6111","Southeast"
"354","male",40,"white","no",1,"native","married",4,2,23,0,73000,40,49,"25-2030","6111","Southeast"
"355","male",31,"white","no",1,"native","married",6,4,22,0,59000,40,49,"25-2020","6111","Great Lakes"
"356","male",35,"asian","no",1,"native","never married",1,0,21,1,6400,17,49,"25-2020","6111","Far West"
"357","female",26,"black","no",1,"native","married",3,1,21,0,40000,40,49,"21-1029","6111","Mideast"
"358","female",49,"white","no",1,"native","married",1,0,18,0,25900,18,49,"43-5052","491","Southeast"
"359","female",33,"white","no",1,"native","divorced",4,3,16,0,36000,40,49,"33-3012","92MP","Rocky Mountain"
"360","female",64,"white","no",1,"native","widowed",3,0,16,0,24000,43,49,"33-3012","92MP","Southwest"
"361","female",37,"white","no",1,"native","married",4,2,22,0,58000,40,49,"25-2020","6111","Southeast"
"362","male",52,"white","no",1,"native","married",4,1,22,0,150000,40,49,"55-9830","928110P1","Mideast"
"363","female",48,"white","no",3,"native","married",3,0,21,0,54000,40,49,"19-40YY","92M1","Southeast"
"364","female",61,"black","no",1,"native","married",3,0,22,0,50000,40,49,"25-2020","6111","Southeast"
"365","female",59,"white","no",1,"native","married",2,0,22,0,50000,40,26,"25-2020","6111","Mideast"
"366","male",43,"white","no",1,"native","married",4,2,20,0,34000,48,49,"33-3050","92MP","Southeast"
"367","male",59,"white","no",1,"native","married",4,0,21,1,157000,45,49,"17-21YY","928P","Southeast"
"368","female",31,"white","no",1,"native","married",3,1,21,0,90000,36,49,"29-1141","622M","Far West"
"369","male",49,"white","no",1,"native","married",3,1,24,0,93000,40,49,"23-10XX","92MP","Southeast"
"370","male",36,"white","no",1,"native","married",5,3,19,0,64000,40,49,"33-3050","92MP","Plains"
"371","male",63,"asian","no",2,"native","married",2,0,23,0,145000,50,49,"23-10XX","92MP","Far West"
"372","female",50,"white","no",1,"native","divorced",1,0,17,0,5000,40,39,"33-3012","92MP","Rocky Mountain"
"373","female",38,"white","no",1,"native","married",5,2,19,0,66000,50,49,"29-2061","622M","Plains"
"374","male",51,"AIAN","no",1,"native","never married",4,2,13,0,72000,40,49,"13-1199","9211MP","Far West"
"375","female",37,"white","no",1,"native","married",4,2,22,0,43000,40,49,"25-2020","6111","Great Lakes"
"376","female",36,"asian","no",5,"foreign-born","married",4,2,22,1,85000,40,49,"43-6011","611M1","New England"
"377","male",60,"black","no",1,"native","married",2,0,21,0,32000,40,49,"15-1299","6111","Rocky Mountain"
"378","female",56,"white","yes",1,"native","married",4,1,21,2,45000,40,49,"13-2011","611M1","Rocky Mountain"
"379","female",56,"white","no",1,"native","married",3,0,21,0,70000,60,49,"25-2020","6111","Southeast"
"380","female",59,"white","no",1,"native","divorced",2,0,21,0,19200,28,49,"43-6014","611M1","Southeast"
"381","male",50,"white","no",1,"native","married",2,0,21,0,96000,40,49,"13-2031","923","Southeast"
"382","female",46,"white","no",1,"native","married",2,0,16,0,40000,40,49,"43-5052","491","Southeast"
"383","female",47,"white","no",1,"native","married",4,2,22,0,53000,40,49,"25-2020","6111","Southeast"
"384","female",43,"white","no",1,"native","never married",1,0,21,0,55000,50,26,"25-2030","6111","Southeast"
"385","female",34,"white","no",1,"native","divorced",1,0,20,0,32000,40,49,"11-3021","6111","Southeast"
"386","female",43,"white","no",1,"native","married",2,0,21,0,38000,40,49,"31-9092","6214","Plains"
"387","female",36,"asian","no",5,"foreign-born","married",4,2,24,1,80000,40,49,"25-1000","611M1","Southeast"
"388","male",52,"white","no",1,"native","married",3,0,22,0,86000,40,49,"11-9030","611M1","Mideast"
"389","female",51,"white","no",1,"native","married",3,1,21,1,24000,40,47,"11-3021","6111","Southeast"
"390","female",45,"white","no",1,"native","married",5,3,21,0,72000,40,49,"11-9030","6111","Rocky Mountain"
"391","male",21,"white","no",1,"native","never married",1,-1,16,0,23000,50,49,"43-2099","928110P4","Far West"
"392","male",37,"white","no",1,"native","married",1,0,21,0,80000,40,49,"33-3050","92MP","Rocky Mountain"
"393","female",28,"black","no",1,"native","divorced",1,0,19,1,12500,32,49,"31-1131","6231","Great Lakes"
"394","female",56,"asian","no",4,"foreign-born","widowed",1,0,15,2,45000,40,49,"39-9041","6111","Far West"
"395","male",46,"white","no",1,"native","married",5,1,16,0,48000,52,49,"31-1131","923","New England"
"396","female",58,"black","no",1,"native","married",4,0,22,0,90000,60,49,"25-2020","6111","Mideast"
"397","male",46,"white","no",1,"native","married",2,0,22,0,58000,35,49,"15-1252","6111","Rocky Mountain"
"398","female",28,"asian","no",1,"native","married",2,0,23,0,21000,40,26,"29-1240","622M","Rocky Mountain"
"399","female",49,"white","no",1,"native","married",5,3,23,0,170000,24,49,"29-1210","611M1","Great Lakes"
"400","female",50,"black","no",1,"native","never married",4,3,16,0,15100,40,49,"39-9011","6111","Rocky Mountain"
"401","male",44,"white","no",1,"native","married",2,0,16,0,35000,40,49,"47-4051","23","Rocky Mountain"
"402","male",24,"white","no",1,"native","never married",1,0,21,0,45000,40,49,"33-3012","92MP","Mideast"
"403","female",45,"white","no",1,"native","married",2,0,21,0,60000,50,49,"25-2020","6111","Rocky Mountain"
"404","female",48,"black","no",1,"native","never married",4,0,22,0,69000,40,49,"33-1090","92MP","Mideast"
"405","female",51,"white","no",1,"native","married",3,1,22,0,110000,40,49,"19-2030","5417","Far West"
"406","female",22,"black","no",1,"native","never married",1,-1,21,0,3900,35,49,"29-1141","623M","Rocky Mountain"
"407","female",21,"white","no",1,"native","never married",1,-1,19,0,2500,14,26,"43-4171","611M1","Southeast"
"408","male",24,"black","no",1,"native","married",3,1,19,0,33000,30,49,"33-2011","92MP","Far West"
"409","male",64,"white","no",1,"native","married",2,0,24,0,263000,47,49,"25-1000","611M1","Southeast"
"410","male",45,"white","no",1,"native","married",3,1,22,0,77000,40,49,"25-2030","6111","Rocky Mountain"
"411","male",61,"black","no",1,"native","widowed",6,0,16,0,34000,45,49,"33-9030","92MP","Southeast"
"412","female",40,"white","no",1,"native","married",3,1,22,0,61000,40,49,"15-2031","92M1","Southeast"
"413","female",63,"AIAN","no",1,"native","separated",2,0,19,1,38000,40,49,"29-1031","923","Southwest"
"414","male",27,"AIAN","no",1,"native","never married",6,0,16,0,6700,30,49,"31-1122","9211MP","Far West"
"415","female",45,"white","no",1,"native","divorced",5,2,22,0,68000,40,49,"25-2020","6111","Great Lakes"
"416","male",50,"white","no",1,"native","married",2,0,22,0,35200,40,49,"25-30XX","611M1","Rocky Mountain"
"417","female",54,"NHOPI","no",2,"native","married",2,0,20,0,1e+05,40,49,"11-3071","928P","Far West"
"418","male",22,"white","no",1,"native","never married",1,0,19,0,26000,60,49,"55-9830","928110P2","Southwest"
"419","male",21,"white","no",1,"native","never married",1,-1,19,0,9000,7,26,"39-9041","611M1","New England"
"420","female",48,"white","yes",1,"native","divorced",5,0,18,1,24000,40,49,"43-9061","6241","Southeast"
"421","male",48,"white","no",1,"native","married",3,1,16,0,71000,40,49,"49-1011","92MP","Mideast"
"422","male",34,"white","no",1,"native","married",4,2,21,0,70000,45,49,"33-3050","92MP","Great Lakes"
"423","female",37,"white","no",1,"native","married",1,0,19,0,54000,40,49,"43-6014","92MP","Mideast"
"424","female",48,"black","no",1,"native","never married",2,1,16,0,26000,38,49,"29-2072","622M","Mideast"
"425","female",47,"white","no",1,"native","married",3,0,21,0,30000,40,49,"21-1029","9211MP","Southeast"
"426","female",48,"white","no",3,"native","divorced",1,0,22,0,56000,50,49,"25-2020","6111","Mideast"
"427","female",64,"white","no",4,"foreign-born","married",2,0,19,2,40000,30,49,"35-9011","6111","Far West"
"428","male",46,"white","no",1,"native","married",4,2,24,0,210000,46,49,"11-9030","6111","Far West"
"429","male",54,"white","no",1,"native","married",2,0,18,0,193000,80,49,"33-3012","92MP","Far West"
"430","female",52,"white","no",1,"native","married",3,1,17,0,68000,40,49,"33-3012","92MP","Rocky Mountain"
"431","female",33,"white","yes",1,"native","never married",5,0,21,0,76000,45,49,"13-2081","92113","Far West"
"432","male",55,"white","no",1,"native","married",2,0,20,0,62000,48,49,"43-5052","491","New England"
"433","male",51,"white","yes",1,"native","married",2,0,16,0,1e+05,40,49,"33-3050","92113","Southeast"
